"lang","wd","pause_duration","first_part_wd_norm_duration","second_part_wd_norm_duration","complete_wd_dur","disfluency_adjacent","pause_type","ps","first_part_wd_norm","first_part_mb_norm","first_part_gl_norm","second_part_wd_norm","second_part_mb_norm","second_part_gl_norm","language"
"beja1238","<<wip>>",367,349,134,483,"no","disruptive","other","kas","kass","all","tuː","=t =uː","=INDF.F =POSS.3SG.NOM","Beja"
"beja1238","<<wip>>",542,610,889,1499,"no","disruptive","noun","titakat","ti= takat","DEF.F= woman","tiːtuːdeːwa","=t -i =t =heː =wa","=INDF.F -GEN =INDF.F =POSS.3SG.NOM =COORD","Beja"
"beja1238","<<wip>>",115,229,322,551,"no","disruptive","noun","uː","uː=","DEF.SG.M.NOM=","klaːj","kilaːj","bird","Beja"
"bora1263","<<wip>>",269,395,520,915,"no","ultra-disruptive","other","muh","muhdu","how","dúamiña","muhdu =ami -ne","how =irritation ****","Bora"
"bora1263","<<wip>>",383,195,652,847,"no","ultra-disruptive","other","tsa","tsatújkeve","straight","tújkeve","tsatújkeve","straight","Bora"
"bora1263","<<wip>>",254,240,896,1136,"no","ultra-disruptive","other","tsa","tsatújkeve","straight","tújkevéréj","tsatújkeve =re =juco","straight =REST =AFIR","Bora"
"bora1263","<<wip>>",279,610,218,828,"no","disruptive","noun","catúújɨ́","cátuújɨ","ñejilla_palm","wari","-wa -ri","-CLF.plank -INST","Bora"
"bora1263","<<wip>>",270,414,360,774,"no","ultra-disruptive","verb","péhij","pee -híjcya","go -REP","cyáné","-híjcya -ne","-REP -INAN","Bora"
"bora1263","<<wip>>",347,182,119,301,"no","disruptive","pro","dii","di","3","bye","-Vbe","-M.SG","Bora"
"bora1263","<<wip>>",266,477,179,656,"no","disruptive","pro","dííbye","di -Vbe","3 -M.SG","ke","-ke","-ACC","Bora"
"bora1263","<<wip>>",265,576,153,729,"no","ultra-disruptive","noun","páábɨ","páábɨ","hummingbird","hó","páábɨ","hummingbird","Bora"
"bora1263","<<wip>>",689,749,140,889,"no","disruptive","pro","diityétsi","di tetsi","3 DU","kye","-ke","-ACC","Bora"
"bora1263","<<wip>>",269,678,562,1240,"yes","disruptive","verb","núhíjcyálle","nuú hijcya -lle","braid HAB -F.SG","kéréjuco","-ke =re =juco","-ACC =REST =AFIR","Bora"
"bora1263","<<wip>>",662,851,205,1056,"no","ultra-disruptive","verb","<<sg>pih>","piichu","carry","<<sg>chúcuíñúhi>","piichu -cu -iñu -hi","carry -SG.TR -DIR.leave -PRED","Bora"
"bora1263","<<wip>>",318,230,361,591,"no","ultra-disruptive","verb","máj","majcho","eat","chone","majcho -ne","eat -INAN","Bora"
"bora1263","<<wip>>",160,302,469,771,"no","ultra-disruptive","verb","imáj","i= majcho","3= eat","choíñe","majcho -i -ne","eat -FUT -INAN","Bora"
"bora1263","<<wip>>",384,163,615,778,"no","disruptive","noun","tá","ta-","1SG.POSS-","coomɨ́muke","coomɨ -mu -ke","little_bird -PL -ACC","Bora"
"bora1263","<<wip>>",1352,1151,337,1488,"no","disruptive","verb","ityúrúúvétsóóbe","i= túru -Vve -tso -Vbe","3= fall_down -SG.INTR -CAUS -M.SG","dítyú","-di -tu","-ANIM -ABL","Bora"
"bora1263","<<wip>>",559,490,464,954,"no","ultra-disruptive","verb","kij","kijcyo","dance","cyómé","kijcyo -me","dance -PL","Bora"
"bora1263","<<wip>>",626,1842,127,1969,"no","disruptive","verb","<<sg>dóó>","doo","eat_meat","<<sg>hií>","-hi","-PRED","Bora"
"bora1263","<<wip>>",534,371,131,502,"yes","ultra-disruptive","other","ícyoo","ícyoócá","now","ca","ícyoócá","now","Bora"
"bora1263","<<wip>>",327,809,590,1399,"no","ultra-disruptive","verb","wápújuh","wa- púju -hco","hitting- break -MULT.TR","cóvá","-hco =va","-MULT.TR =QUOT","Bora"
"bora1263","<<wip>>",179,631,390,1021,"yes","disruptive","noun","naavé","naavé","spirit","mujé","-mu -je","-PL -CLF.people","Bora"
"bora1263","<<wip>>",303,1436,810,2246,"no","disruptive","noun","méécáánimú","me- cááni -mu","1PL.POSS- father -PL","vápeecu","=va =pe","=QUOT =REM","Bora"
"cabe1245","<<wip>>",501,218,265,483,"no","ultra-disruptive","verb","ñã","ñãtuá","smashPFV","tuá","ñãtuá","smashPFV","Cabécar"
"cabe1245","<<wip>>",512,191,313,504,"no","ultra-disruptive","other","nã","nãmĩga","when","mĩga","nãmĩga","when","Cabécar"
"cabe1245","<<wip>>",205,436,182,618,"no","ultra-disruptive","verb","sũã","sũã'","seePFV","jera","sũã' -je -ra","seePFV -1SG -PRSP","Cabécar"
"cash1254","<<wip>>",330,284,487,771,"no","ultra-disruptive","verb","txin","txintun","go.around","tunatankin","txintun -a -tan -kin","go.around -ASP -SR -ASS","Cashinahua"
"cash1254","<<wip>>",351,422,121,543,"no","disruptive","verb","txuta","txuta","copulate","tan","-tan","-SR","Cashinahua"
"cash1254","<<wip>>",702,75,219,294,"no","disruptive","verb","wa","wa","make","xina","-xina","-NOCT","Cashinahua"
"cash1254","<<wip>>",794,588,305,893,"no","disruptive","verb","kain","kain","give.birth","xina","-xina","-NOCT","Cashinahua"
"cash1254","<<wip>>",1019,370,186,556,"no","disruptive","verb","hiwea","hiwe -a","live -ASP","xun","-xun","-SR","Cashinahua"
"cash1254","<<wip>>",590,390,250,640,"yes","disruptive","verb","tsauken","tsau -ken","sit -ASS","bidan","-bidan","-MOV","Cashinahua"
"cash1254","<<wip>>",450,215,231,446,"no","disruptive","pro","Ha","ha","DEM","bidan","-bidan","-MOV","Cashinahua"
"cash1254","<<wip>>",784,163,226,389,"yes","disruptive","pro","Ha","ha","DEM","bidan","-bidan","-MOV","Cashinahua"
"cash1254","<<wip>>",555,533,344,877,"no","disruptive","verb","akeake","akeake","spread","bauni","-baun -i","-MOV -ASP","Cashinahua"
"cash1254","<<wip>>",463,234,384,618,"no","ultra-disruptive","verb","pu","puta","put","takindan","puta -kindan","put -FOC","Cashinahua"
"cash1254","<<wip>>",1037,404,139,543,"no","disruptive","other","betsa","betsa","other","wen","-wen","-POSP","Cashinahua"
"cash1254","<<wip>>",781,392,376,768,"no","disruptive","verb","anunbun","a -nun -bun","VBLtr -FIN -PL","bida","-bidan","-SR","Cashinahua"
"cash1254","<<wip>>",848,789,313,1102,"yes","disruptive","verb","txibanbainima","txiban -bain -ima","follow -MOV -ASP","xun","-xun","-SR","Cashinahua"
"cash1254","<<wip>>",551,578,222,800,"no","disruptive","noun","<<fm>portukes>","portukues","Portuguese","wen","-wen","-POSP","Cashinahua"
"cash1254","<<wip>>",600,336,522,858,"no","disruptive","noun","ain","ain","wife","betan","-be tan","-with ****","Cashinahua"
"cash1254","<<wip>>",1278,326,153,479,"no","disruptive","verb","huaya","hu -a -aya","come -ASP -TEMP","dan","-dan","-FOC","Cashinahua"
"cash1254","<<wip>>",155,401,146,547,"no","disruptive","pro","nukubis","nuku -bis","1PL -BEN(?)","tan","-tan","-SR","Cashinahua"
"dolg1241","<<wip>>",241,481,318,799,"no","ultra-disruptive","other","šʼeːl","šʼeːlke","white","ke","šʼeːlke","white","Dolgan"
"dolg1241","<<wip>>",222,278,208,486,"no","ultra-disruptive","other","mel","meldʼi","during","dʼi","meldʼi","during","Dolgan"
"dolg1241","<<wip>>",334,587,269,856,"no","disruptive","verb","ɨlɨllɨbɨt","ɨl -ɨ -ll -ɨ -bɨt","take -EP -PASS/REFL -EP -PTCP.PST","tan","-tan","-ABL","Dolgan"
"dolg1241","<<wip>>",89,674,577,1251,"no","disruptive","verb","huːnnaral","huːn -nar -al","wash.oneself -CAUS -PRS","dɨlar","-dɨ -lar","-PST1 -3PL","Dolgan"
"dolg1241","<<wip>>",261,322,577,899,"no","ultra-disruptive","verb","turu͡o","tur -u͡ok","stand -FUT","ktaːkkɨn","-u͡ok -taːk -kɨn","-FUT -NEC -2SG","Dolgan"
"dolg1241","<<wip>>",361,328,200,528,"no","disruptive","noun","dʼi͡e","dʼi͡e","house","ge","-ge","-DAT/LOC","Dolgan"
"even1259","<<wip>>",135,173,519,692,"no","disruptive","verb","tuk","tuk","залезть.SLIP","tɨhinən","tuktɨ -hin -ə -n","залезть INCEP NFUT 3SG","Evenki"
"even1259","<<wip>>",195,476,721,1197,"no","ultra-disruptive","noun","kazah","kazahstani","Казахстан","stanilduk","kazahstani -l -duk","Казахстан PL? ABL","Evenki"
"even1259","<<wip>>",2174,681,589,1270,"no","disruptive","verb","tuksamnīn","tuksa -mnīn","убежать CVPOST","kākunduk","-kākun -duk","INTS ABL","Evenki"
"even1259","<<wip>>",420,1013,173,1186,"no","disruptive","noun","zoow'ətťehnikum","zoow'ətt'ehnikum","зооветтехникум","mə","-mə","ACC","Evenki"
"even1259","<<wip>>",429,471,518,989,"no","ultra-disruptive","other","jəgin","jəginďar","девяносто","ďar","jəginďar","девяносто","Evenki"
"even1259","<<wip>>",120,363,269,632,"no","disruptive","verb","oran","o -ra -n","сделать NFUT 3SG","da","=da","=FOC","Evenki"
"even1259","<<wip>>",199,303,245,548,"no","disruptive","noun","amīn","amīn","отец","dūw","-dū -w","DATLOC PS1SG","Evenki"
"even1259","<<wip>>",139,273,248,521,"no","disruptive","noun","əńīn","əńīn","мать","məf","-mə -f","ACC PS1SG","Evenki"
"even1259","<<wip>>",88,551,681,1232,"no","disruptive","noun","potap","potap","Потапово","čikādulī","-čikā -dulī","CHILD PROL","Evenki"
"even1259","<<wip>>",84,678,497,1175,"no","disruptive","verb","inihil","ini -hi -l","жить INCEP INCH","ďərəs","-ďə -rə -s","IPFV FUTCNT 2SG","Evenki"
"goro1270","<<wip>>",371,114,130,244,"no","ultra-disruptive","noun","aa","aakó","elder","kó","aakó","elder","Gorwaa"
"goro1270","<<wip>>",195,221,299,520,"no","ultra-disruptive","noun","a","amor","place\LF","morqá","amor =qá","place\LF =Dem3","Gorwaa"
"goro1270","<<wip>>",73,224,180,404,"no","ultra-disruptive","noun","am","amór","place","mór","amór","place","Gorwaa"
"guri1247","<<wip>>",176,170,194,364,"no","disruptive","verb","wart","wart","return","rla","=rla","=3OBL","Gurindji"
"guri1247","<<wip>>",204,138,211,349,"no","disruptive","noun","<<fm>grave>","grave","grave","ma","=ma","=TOP","Gurindji"
"guri1247","<<wip>>",262,181,501,682,"no","disruptive","noun","ngu","ngu=","CAT=","paperla","paper -la","paper -LOC","Gurindji"
"guri1247","<<wip>>",610,290,553,843,"no","disruptive","noun","ngu","ngu=","CAT=","yinangkulu","=yinangkulu","=3AUG.S>3AUG.NS","Gurindji"
"guri1247","<<wip>>",183,587,267,854,"no","disruptive","verb","<<fm>ledimgu>","ledimgu","let_them_go","ma","=ma","=TOP","Gurindji"
"guri1247","<<wip>>",143,235,222,457,"no","disruptive","pro","ngu","ngu=","CAT=","wula","=wula","=3UA.S","Gurindji"
"guri1247","<<wip>>",197,613,176,789,"no","disruptive","noun","pinka","pinka","river","ngurlu","-ngurlu","-ABL","Gurindji"
"guri1247","<<wip>>",179,268,261,529,"yes","disruptive","other","kuyany","kuya -ny","thus -NMLZ","parni","-pa -rni","-EP -PST","Gurindji"
"hoch1243","<<wip>>",435,852,720,1572,"no","disruptive","verb","waracga","wa- racga","OBJ.3PL- taste","nąąkšąną","=nąąk =šąną","=POS.NTL.PL =DECL","Hoocąk"
"hoch1243","<<wip>>",168,682,496,1178,"no","ultra-disruptive","noun","hinųkižą","hinųk =ižą","female =one","šge","=ižą =šge","=one =also","Hoocąk"
"hoch1243","<<wip>>",777,771,316,1087,"no","disruptive","verb","hokarak","ho -ka- rak","tell -POSS.RFL- tell","ire","-ire","-SBJ.3PL","Hoocąk"
"hoch1243","<<wip>>",177,1011,660,1671,"no","disruptive","verb","hokoroǧoc","ho -ko- roǧoc","look.at(SBJ.3SG&OBJ.3SG) -POSS.RFL- look.at(SBJ.3SG&OBJ.3SG)","nąkšąną","=nąk =šąną","=POS.NTL(SBJ.3SG) =DECL","Hoocąk"
"hoch1243","<<wip>>",139,626,425,1051,"no","ultra-disruptive","verb","higiǧo","higiǧo_ruti","drag(OBJ.3SG)","ruti","higiǧo_ruti","drag(OBJ.3SG)","Hoocąk"
"hoch1243","<<wip>>",101,425,568,993,"no","disruptive","noun","wąąk","wąąk","man","nąkre","=nąkre","=POS.NTL:PROX","Hoocąk"
"hoch1243","<<wip>>",272,732,547,1279,"no","disruptive","verb","woowazip","woowazip","be.lonesome(SBJ.3SG)","nąkšąną","=nąk =šąną","=POS.NTL(SBJ.3SG) =DECL","Hoocąk"
"hoch1243","<<wip>>",243,470,350,820,"no","disruptive","verb","haanį","haa =nį","make/CAUS\1E.A =NEG.FIN","kjene","-kjene","-FUT","Hoocąk"
"hoch1243","<<wip>>",500,829,313,1142,"no","disruptive","noun","hocįcįk","hocįcį -įk","boy -DIM","ižą","=ižą","=one","Hoocąk"
"hoch1243","<<wip>>",1221,511,279,790,"no","ultra-disruptive","verb","airegają","ee -ire =gają","say -SBJ.3PL =SEQ","šgųnį","=gają =šgųnį","=SEQ =DUB","Hoocąk"
"hoch1243","<<wip>>",108,380,422,802,"no","ultra-disruptive","verb","gik","gikarac","pray.to(OBJ.3SG)","karac","gikarac","pray.to(OBJ.3SG)","Hoocąk"
"hoch1243","<<wip>>",96,940,558,1498,"no","ultra-disruptive","verb","hirupįjįk","hirupįjįki","just.a.glimpse","jįkišge","hirupįjįki =šge","just.a.glimpse =also","Hoocąk"
"hoch1243","<<wip>>",267,551,543,1094,"no","disruptive","verb","nąącge","nąącge","worry.about(OBJ.3SG)","hįooci","-hį- wooci","-1I.A- worry.about(OBJ.3SG)","Hoocąk"
"hoch1243","<<wip>>",365,547,548,1095,"no","disruptive","verb","yaatʼe","hi -ha- t’e","speak -1E.A- speak","kjene","-kjene","-FUT","Hoocąk"
"hoch1243","<<wip>>",383,559,320,879,"yes","disruptive","pro","jaajaną","jaajaną","when","negi","=regi","=SIM/LOC","Hoocąk"
"hoch1243","<<wip>>",843,554,184,738,"no","disruptive","noun","Wąąkšiki","Wąąkšiki","Warrior.Clan","yą","=ižą","=one","Hoocąk"
"hoch1243","<<wip>>",740,579,170,749,"no","disruptive","noun","Wąąkšik","Wąąkšiki","Warrior.Clan","yą","=ižą","=one","Hoocąk"
"hoch1243","<<wip>>",628,709,267,976,"no","ultra-disruptive","verb","higairešųn","hige -ire =šųnų","say.to(OBJ.3SG) -SBJ.3PL =HAB","sʼa","=šųnų =s’a","=HAB =ITER","Hoocąk"
"hoch1243","<<wip>>",263,583,564,1147,"no","disruptive","verb","ciire","cii -ire","live -SBJ.3PL","nąkgiži","=nąk =giži","=POS.NTL =TOP","Hoocąk"
"hoch1243","<<wip>>",702,636,334,970,"no","disruptive","verb","wiiruwįire","wiiruwį -ire","sell -SBJ.3PL","šge","=šge","=also","Hoocąk"
"hoch1243","<<wip>>",571,901,438,1339,"no","disruptive","verb","hįgigųs","hį- gigųs","1E.U- teach(SBJ.3SG)","šųnų","=šųnų","=HAB","Hoocąk"
"hoch1243","<<wip>>",320,365,181,546,"no","disruptive","pro","wažą","wažą","something","na","=na","=NMLZ","Hoocąk"
"hoch1243","<<wip>>",948,821,798,1619,"no","ultra-disruptive","verb","hikorohora","hikoroho","get.ready","hiresʼagi","hikoroho -ire =s’a =gi","get.ready -SBJ.3PL =ITER =TOP","Hoocąk"
"hoch1243","<<wip>>",58,893,279,1172,"no","disruptive","verb","hiinąkšųnų","hii =nąk =šųnų","make/CAUS =POS.NTL =HAB","šge","=šge","=also","Hoocąk"
"hoch1243","<<wip>>",424,261,415,676,"no","ultra-disruptive","other","že","žeesge","thus","esge","žeesge","thus","Hoocąk"
"hoch1243","<<wip>>",758,559,451,1010,"no","disruptive","other","hisge","hisge","some","šge","=šge","=also","Hoocąk"
"hoch1243","<<wip>>",1409,944,443,1387,"no","disruptive","verb","woikiikarac","wa- hikikarac","OBJ.3PL- have.clan.membership","šge","=šge","=also","Hoocąk"
"hoch1243","<<wip>>",394,613,630,1243,"no","ultra-disruptive","verb","nąącge","nąącge_wooci","worry.about(SBJ.3SG)","wooci","nąącge_wooci","worry.about(SBJ.3SG)","Hoocąk"
"hoch1243","<<wip>>",1219,377,484,861,"no","disruptive","pro","teʔe","te’e","this","gają","=gają","=SEQ","Hoocąk"
"hoch1243","<<wip>>",497,1310,385,1695,"no","disruptive","verb","wagigųsnįgiži","wa- gigųs =nį =giži","OBJ.3PL- teach(SBJ.3SG) =NEG.FIN =TOP","šge","=šge","=also","Hoocąk"
"hoch1243","<<wip>>",121,704,412,1116,"yes","disruptive","verb","waagigųs","wa- gigųs","OBJ.3PL- teach","gi","=gi","=TOP","Hoocąk"
"hoch1243","<<wip>>",372,646,706,1352,"no","ultra-disruptive","verb","karaigąš","karaigąš","forget","hiranįną","karaigąš -ire =nį =ną","forget -SBJ.3PL =NEG.FIN =POT","Hoocąk"
"hoch1243","<<wip>>",125,561,913,1474,"no","ultra-disruptive","verb","nąącge","nąącge_woo","worry.about","waakicinį","nąącge_woo -ha- -kii- ci =nį","worry.about -1E.A- -RFL- worry.about =NEG.FIN","Hoocąk"
"hoch1243","<<wip>>",642,467,279,746,"no","disruptive","other","hišąną","hi- =šąną","0- =only","šge","=šge","=also","Hoocąk"
"hoch1243","<<wip>>",1239,890,622,1512,"no","disruptive","verb","hįwawašak","hį- wawašak","1I.A- do.one’s.best","wigiži","-wi =giži","-PL =TOP","Hoocąk"
"hoch1243","<<wip>>",819,708,420,1128,"no","disruptive","verb","kisgaire","hikisge -ire","resemble -SBJ.3PL","gają","=gają","=SEQ","Hoocąk"
"hoch1243","<<wip>>",1067,712,432,1144,"no","disruptive","verb","higicgaire","higicga -ire","attempt -SBJ.3PL","gają","=gają","=SEQ","Hoocąk"
"hoch1243","<<wip>>",927,526,650,1176,"yes",NA,"verb","hiire","hii -ire","make/CAUS -SBJ.3PL","<<wip>>","****","****","Hoocąk"
"hoch1243","<<wip>>",650,927,493,1420,"yes",NA,"verb","<<wip>>","****","****","<<wip>>","****","****","Hoocąk"
"hoch1243","<<wip>>",493,650,349,999,"yes",NA,"verb","<<wip>>","****","****","nąąk","=nąąk","=POS.NTL.PL","Hoocąk"
"hoch1243","<<wip>>",1063,766,332,1098,"no","disruptive","verb","hiiragįnį","hii -ire =gįnį","make/CAUS -SBJ.3PL =already","ną","=ną","=DECL","Hoocąk"
"hoch1243","<<wip>>",435,459,253,712,"no","disruptive","noun","waxak","waxak","thorn","rook","rook","inside","Hoocąk"
"hoch1243","<<wip>>",515,1086,448,1534,"no","disruptive","noun","wakąnąšgexųnųįk","wakąnąšge xųnų -įk","frog be.small -DIM","rašge","=ra =šge","=NMLZ =also","Hoocąk"
"hoch1243","<<wip>>",444,519,318,837,"no","ultra-disruptive","noun","keecą","keecąk","turtle","ka","keecąk -ga","turtle -PROP","Hoocąk"
"hoch1243","<<wip>>",222,1194,300,1494,"yes","disruptive","verb","waagaxhacanąkre","waagax_haca =nąkre","go.to.school\1E.A =POS.NTL:PROX","šge","=šge","=also","Hoocąk"
"hoch1243","<<wip>>",778,589,434,1023,"no","disruptive","noun","mąąhįxete","mąąhįxete","white.man","nąkre","=nąkre","=POS.NTL:PROX","Hoocąk"
"hoch1243","<<wip>>",1323,343,314,657,"no","disruptive","verb","haʔų","ha- ųų","1E.A- do/make","gają","=gają","=SEQ","Hoocąk"
"hoch1243","<<wip>>",650,713,1059,1772,"no","ultra-disruptive","verb","waagaxhašja","waagax_ha","go.to.school","hašjakjenegi","waagax_ha -š- ja -kjene =gi","go.to.school -2.A- go.to.school -FUT =TOP","Hoocąk"
"hoch1243","<<wip>>",242,229,327,556,"no","ultra-disruptive","other","ha","hacįįja","where","cįįja","hacįįja","where","Hoocąk"
"hoch1243","<<wip>>",586,156,369,525,"yes","ultra-disruptive","noun","ho","hocįcį","boy","cįcį","hocįcį","boy","Hoocąk"
"hoch1243","<<wip>>",744,494,308,802,"no","disruptive","verb","eeže","eeže","die(SBJ.3SG) =že","gają","=gają","=SEQ","Hoocąk"
"jeha1242","<<wip>>",298,326,302,628,"no","disruptive","noun","ka","ka=","REL=","bɛr","bɛr","younger_sibling","Jahai"
"jeha1242","<<wip>>",547,291,233,524,"no","disruptive","noun","ba","ba=","GOAL=","bɛr","bɛr","younger_sibling","Jahai"
"jeha1242","<<wip>>",381,201,318,519,"no","disruptive","verb","ba","ba=","GOAL=","nəhboh","nh- boh","high(?)- put","Jahai"
"jeha1242","<<wip>>",538,377,274,651,"no","disruptive","noun","ba","ba=","GOAL=","mit","mit","eye","Jahai"
"jeha1242","<<wip>>",399,319,595,914,"no","disruptive","noun","ba","ba=","GOAL=","mit","mit","eye","Jahai"
"jeha1242","<<wip>>",225,570,632,1202,"no","disruptive","noun","kə","k=","LOC=","jlmɔl","jlmɔl","mountain","Jahai"
"jeha1242","<<wip>>",331,421,756,1177,"no","disruptive","noun","ba","ba=","GOAL=","cəməlhɔy","cəməlhɔy","Cmlhɔy","Jahai"
"jeha1242","<<wip>>",475,258,530,788,"no","disruptive","noun","ba","ba=","GOAL=","jəlmɔl","jlmɔl","mountain","Jahai"
"jeha1242","<<wip>>",705,314,227,541,"no","disruptive","noun","ba","ba=","GOAL=","tɔm","tɔm","river","Jahai"
"jeha1242","<<wip>>",288,355,549,904,"no","disruptive","noun","ba","ba=","GOAL=","cabaŋ","cabaŋ","branch","Jahai"
"jeha1242","<<wip>>",295,388,288,676,"yes",NA,NA,"ba","ba=","GOAL=","<<wip>>",NA,NA,"Jahai"
"jeha1242","<<wip>>",288,295,682,977,"yes",NA,NA,"<<wip>>",NA,NA,"jlmɔl","jlmɔl","mountain","Jahai"
"jeha1242","<<wip>>",426,364,570,934,"no","disruptive","noun","ba","ba=","GOAL=","jəlmɔl","jlmɔl","mountain","Jahai"
"jeha1242","<<wip>>",843,353,464,817,"no","ultra-disruptive","noun","bal","ba= lataʔ","GOAL= waterfall","lataʔ","lataʔ","waterfall","Jahai"
"jeha1242","<<wip>>",565,395,549,944,"no","disruptive","noun","kə","k=","LOC=","jlmɔl","jlmɔl","mountain","Jahai"
"jeha1242","<<wip>>",839,239,492,731,"no","disruptive","noun","ba","ba=","GOAL=","tɔm","cabaŋ","branch","Jahai"
"jeha1242","<<wip>>",661,162,615,777,"no","disruptive","noun","kə","k=","LOC=","jlmɔl","jlmɔl","mountain","Jahai"
"jeha1242","<<wip>>",966,381,539,920,"no","disruptive","noun","ba","ba=","GOAL=","batuʔ","batuʔ","stone","Jahai"
"jeha1242","<<wip>>",111,242,583,825,"no","disruptive","noun","ba","ba=","GOAL=","tɔm","tɔm","river","Jahai"
"jeha1242","<<wip>>",602,437,343,780,"no","disruptive","noun","ke","k=","LOC=","mit","mit","eye","Jahai"
"jeha1242","<<wip>>",1270,238,432,670,"no","disruptive",NA,"ja","ja=","RT=","jələʔɨl","jələʔɨl","****","Jahai"
"jeha1242","<<wip>>",177,190,213,403,"no","disruptive","other","ba","ba=","GOAL=","pɛ̃w","pɛ̃w","different;other","Jahai"
"jeha1242","<<wip>>",555,331,226,557,"no","disruptive","other","ba","ba=","GOAL=","pɛ̃w","pɛ̃w","different;other","Jahai"
"jeha1242","<<wip>>",1247,236,301,537,"no","disruptive",NA,"ba","ba=","GOAL=","habaʔ","habaʔ","****","Jahai"
"jeha1242","<<wip>>",419,350,371,721,"no","disruptive","noun","lə","l=","ID=","hɛ̃ɲ","hɛ̃ɲ","tooth","Jahai"
"jeha1242","<<wip>>",274,326,485,811,"no","disruptive","noun","lə","l=","ID=","ʔənteŋ","ʔənteŋ","ear","Jahai"
"jeha1242","<<wip>>",238,305,297,602,"no","disruptive","noun","can","can=","SOURCE=","ley","ley","body","Jahai"
"jeha1242","<<wip>>",339,324,167,491,"no","disruptive","other","ba","ba=","GOAL=","pɛ̃w","pɛ̃w","different;other","Jahai"
"jeha1242","<<wip>>",486,255,559,814,"no","disruptive","other","ba","ba=","GOAL=","pɛ̃w","pɛ̃w","different;other","Jahai"
"jeha1242","<<wip>>",258,255,157,412,"no","disruptive","other","ba","ba=","GOAL=","pɛ̃w","pɛ̃w","different;other","Jahai"
"jeha1242","<<wip>>",145,138,330,468,"yes","disruptive","noun","ka","ka=","LOC=","ləget","lget","mountain_pass","Jahai"
"jeha1242","<<wip>>",476,414,532,946,"no","disruptive","noun","ba","ba=","GOAL=","jlmɔl","jlmɔl","mountain","Jahai"
"jeha1242","<<wip>>",449,175,565,740,"no","disruptive","noun","kə","k=","LOC=","jlmɔl","jlmɔl","mountain","Jahai"
"jeha1242","<<wip>>",200,323,124,447,"no","disruptive","other","ba","ba=","GOAL=","pɛ̃w","pɛ̃w","different;other","Jahai"
"jeha1242","<<wip>>",168,267,275,542,"no","disruptive","other","ba","ba=","GOAL=","pɛ̃w","pɛ̃w","different;other","Jahai"
"jeha1242","<<wip>>",420,444,535,979,"no","disruptive","noun","kə","k=","LOC=","mit","mit","eye","Jahai"
"jeha1242","<<wip>>",82,254,374,628,"no","disruptive","verb","ya","ya=","IRR=","cɨk","cɨk","wade_across_river","Jahai"
"jeha1242","<<wip>>",345,254,431,685,"no","disruptive","noun","ba","ba=","GOAL=","titɛp","titɛp","opposite_side","Jahai"
"jeha1242","<<wip>>",564,326,429,755,"no","disruptive","verb","ya","ya=","IRR=","tros","cɨk","go_straight","Jahai"
"jeha1242","<<wip>>",689,307,478,785,"no","ultra-disruptive",NA,"kab","ka= buboʔ","LOC= ****","buboʔ","buboʔ","****","Jahai"
"jeha1242","<<wip>>",253,369,417,786,"no","disruptive","noun","ba","ba=","GOAL=","jəlmɔl","jlmɔl","mountain","Jahai"
"jeha1242","<<wip>>",563,307,240,547,"no","disruptive","verb","ya","ya=","IRR=","ʔɛl","ʔɛl","see","Jahai"
"jeha1242","<<wip>>",266,250,520,770,"no","disruptive","noun","ka","ka=","LOC=","was","was","confluence","Jahai"
"jeha1242","<<wip>>",416,265,438,703,"no","disruptive","noun","ba","ba=","GOAL=","cabaŋ","cabaŋ","branch","Jahai"
"jeha1242","<<wip>>",168,316,411,727,"no","disruptive","verb","ya","ya=","IRR=","ŋɔk","ŋɔk","sit","Jahai"
"jeha1242","<<wip>>",1102,259,450,709,"no","disruptive","verb","ya","ya=","IRR=","gəw","gəw","go_along_the_crest_of_a_ridge","Jahai"
"jeha1242","<<wip>>",267,278,486,764,"yes",NA,NA,"wek","****","****","cabaŋ","****","****","Jahai"
"jeha1242","<<wip>>",1311,356,493,849,"no","disruptive","noun","lə","l=","ID=","mit","mit","eye","Jahai"
"jeha1242","<<wip>>",1175,159,324,483,"no","disruptive","verb","ya","ya=","IRR=","jɔh","jɔh","ascend","Jahai"
"jeha1242","<<wip>>",861,300,440,740,"no","disruptive","noun","ya","ya=","IRR=","balget","ba= lget","GOAL= mountain_pass","Jahai"
"jeha1242","<<wip>>",385,297,255,552,"no","disruptive","noun","ka","ka=","LOC=","mit","mit","eye","Jahai"
"jeha1242","<<wip>>",521,242,373,615,"no","disruptive","noun","ka","ka=","LOC=","cabaŋ","cabaŋ","branch","Jahai"
"jeha1242","<<wip>>",1239,313,484,797,"no","disruptive","noun","ba","ba=","GOAL=","ləget","lget","mountain_pass","Jahai"
"jeha1242","<<wip>>",323,292,427,719,"no","disruptive","noun","can","can=","SOURCE=","cabaŋ","cabaŋ","branch","Jahai"
"jeha1242","<<wip>>",719,332,472,804,"no","disruptive","other","kə","k=","REL=","bətʔɛt","btʔɛt","good","Jahai"
"jeha1242","<<wip>>",160,187,401,588,"no","disruptive","noun","ya","ya=","IRR=","pənʔə̃h","pn= ʔə̃h","EQU= here","Jahai"
"jeha1242","<<wip>>",561,242,170,412,"no","disruptive","other","ba","ba=","GOAL=","pɛ̃w","pɛ̃w","different;other","Jahai"
